filename,label,hands,preprocess,confidence,quality_score,status,reasons
= (12).png,=,1,2x,0.9448238015174866,100,ACCEPT,
= (13).png,=,1,2x_clahe,0.9713048338890076,100,ACCEPT,
= (14).png,=,1,2x_clahe,0.9772315621376038,100,ACCEPT,
= (15).png,=,1,3x,0.8963447213172913,100,ACCEPT,
= (16).png,=,1,original,0.997726321220398,100,ACCEPT,
= (17).png,=,1,3x,0.9476897716522217,100,ACCEPT,
= (18).png,=,1,2x,0.9458044767379761,100,ACCEPT,
= (19).png,=,0,,0,0,REJECT,el_bulunamadi
= (2).png,=,0,,0,0,REJECT,el_bulunamadi
= (20).png,=,0,,0,0,REJECT,el_bulunamadi
= (21).png,=,0,,0,0,REJECT,el_bulunamadi
= (22).png,=,0,,0,0,REJECT,el_bulunamadi
= (23).png,=,1,original,0.6162964701652527,100,ACCEPT,
= (24).png,=,1,2x_clahe,0.903419554233551,100,ACCEPT,
= (25).png,=,1,original,0.9392344355583191,100,ACCEPT,
= (26).png,=,1,original,0.9853832125663757,100,ACCEPT,
= (27).png,=,1,2x,0.8752124309539795,85,ACCEPT,border_supheli
= (28).png,=,1,2x_clahe,0.9261181354522705,100,ACCEPT,
= (29).png,=,1,original,0.8100900650024414,100,ACCEPT,
= (3).png,=,0,,0,0,REJECT,el_bulunamadi
= (30).png,=,1,2x_clahe,0.756402850151062,45,REJECT,landmark_alani_kucuk|dusuk_spread
= (31).png,=,1,original,0.7357450723648071,45,REJECT,landmark_alani_kucuk|dusuk_spread
= (32).png,=,0,,0,0,REJECT,el_bulunamadi
= (33).png,=,1,original,0.9091727137565613,100,ACCEPT,
= (34).png,=,0,,0,0,REJECT,el_bulunamadi
= (35).png,=,0,,0,0,REJECT,el_bulunamadi
= (36).png,=,0,,0,0,REJECT,el_bulunamadi
= (37).png,=,0,,0,0,REJECT,el_bulunamadi
= (38).png,=,0,,0,0,REJECT,el_bulunamadi
= (39).png,=,0,,0,0,REJECT,el_bulunamadi
= (4).png,=,0,,0,0,REJECT,el_bulunamadi
= (40).png,=,0,,0,0,REJECT,el_bulunamadi
= (41).png,=,0,,0,0,REJECT,el_bulunamadi
= (42).png,=,0,,0,0,REJECT,el_bulunamadi
= (43).png,=,0,,0,0,REJECT,el_bulunamadi
= (44).png,=,0,,0,0,REJECT,el_bulunamadi
= (45).png,=,0,,0,0,REJECT,el_bulunamadi
= (46).png,=,2,original,0.961365669965744,100,ACCEPT,
= (47).png,=,2,original,0.9751448035240173,100,ACCEPT,
= (48).png,=,2,2x_clahe,0.7481580972671509,100,ACCEPT,
= (49).png,=,2,original,0.7196846604347229,100,ACCEPT,
= (5).png,=,0,,0,0,REJECT,el_bulunamadi
= (50).png,=,1,2x,0.9834334850311279,100,ACCEPT,
= (51).png,=,1,2x,0.9881265163421631,100,ACCEPT,
= (52).png,=,1,original,0.9820767641067505,100,ACCEPT,
= (53).png,=,1,2x,0.9641836285591125,100,ACCEPT,
= (54).png,=,1,3x,0.9812138676643372,100,ACCEPT,
= (55).png,=,1,original,0.9742311239242554,100,ACCEPT,
= (56).png,=,1,3x,0.9725120067596436,100,ACCEPT,
= (57).png,=,1,original,0.7699010968208313,100,ACCEPT,
= (58).png,=,1,2x_clahe,0.9875184297561646,100,ACCEPT,
= (59).png,=,1,2x,0.9540865421295166,100,ACCEPT,
= (6).png,=,0,,0,0,REJECT,el_bulunamadi
= (60).png,=,1,original,0.9498639702796936,100,ACCEPT,
= (61).png,=,1,2x_clahe,0.8018829822540283,100,ACCEPT,
= (62).png,=,1,3x,0.8812968730926514,100,ACCEPT,
= (63).png,=,1,2x_clahe,0.617120623588562,100,ACCEPT,
= (64).png,=,1,3x,0.7288451194763184,100,ACCEPT,
= (65).png,=,2,original,0.7294554710388184,65,REVIEW,landmark_alani_kucuk|spread_supheli
= (66).png,=,1,2x_clahe_sharp,0.9946492314338684,100,ACCEPT,
= (67).png,=,1,original,0.8996565341949463,100,ACCEPT,
= (68).png,=,1,2x_clahe,0.8606452345848083,100,ACCEPT,
= (69).png,=,1,2x_clahe,0.9190317392349243,100,ACCEPT,
= (7).png,=,0,,0,0,REJECT,el_bulunamadi
= (70).png,=,1,3x,0.8506509065628052,100,ACCEPT,
= (71).png,=,1,2x_clahe,0.8729639649391174,100,ACCEPT,
= (72).png,=,1,2x_clahe_sharp,0.8899453282356262,100,ACCEPT,
= (73).png,=,1,3x,0.9268795847892761,100,ACCEPT,
= (74).png,=,1,2x_clahe_sharp,0.9685017466545105,100,ACCEPT,
= (75).png,=,1,3x,0.9582421183586121,65,REVIEW,cok_fazla_border
= (77).png,=,0,,0,0,REJECT,el_bulunamadi
= (78).png,=,0,,0,0,REJECT,el_bulunamadi
= (79).png,=,0,,0,0,REJECT,el_bulunamadi
= (8).png,=,0,,0,0,REJECT,el_bulunamadi
= (80).png,=,0,,0,0,REJECT,el_bulunamadi
= (81).png,=,0,,0,0,REJECT,el_bulunamadi
= (82).png,=,0,,0,0,REJECT,el_bulunamadi
= (83).png,=,1,3x,0.980725884437561,85,ACCEPT,spread_supheli
= (84).png,=,0,,0,0,REJECT,el_bulunamadi
= (85).png,=,1,original,0.9901466369628906,65,REVIEW,cok_fazla_border
= (86).png,=,0,,0,0,REJECT,el_bulunamadi
= (87).png,=,0,,0,0,REJECT,el_bulunamadi
= (88).png,=,1,2x_clahe,0.7982803583145142,85,ACCEPT,spread_supheli
= (89).png,=,0,,0,0,REJECT,el_bulunamadi
= (9).png,=,0,,0,0,REJECT,el_bulunamadi
= (90).png,=,0,,0,0,REJECT,el_bulunamadi
= (91).png,=,1,2x,0.7420542240142822,100,ACCEPT,
= (92).png,=,1,original,0.5336604118347168,100,ACCEPT,
= (93).png,=,1,2x_clahe_sharp,0.7552315592765808,100,ACCEPT,
= (94).png,=,1,2x,0.6408514976501465,100,ACCEPT,
= (95).png,=,1,3x,0.6288927793502808,100,ACCEPT,
= (96).png,=,1,2x,0.820552408695221,100,ACCEPT,
= (97).png,=,1,2x_clahe,0.8809092044830322,100,ACCEPT,
= (98).png,=,1,2x_clahe_sharp,0.9617415070533752,100,ACCEPT,
= (99).png,=,1,original,0.9182793498039246,100,ACCEPT,
A (1).png,A,0,,0,0,REJECT,el_bulunamadi
A (10).png,A,0,,0,0,REJECT,el_bulunamadi
A (100).png,A,0,,0,0,REJECT,el_bulunamadi
A (101).png,A,0,,0,0,REJECT,el_bulunamadi
A (102).png,A,0,,0,0,REJECT,el_bulunamadi
A (103).png,A,0,,0,0,REJECT,el_bulunamadi
A (104).png,A,0,,0,0,REJECT,el_bulunamadi
A (105).png,A,1,original,0.7237087488174438,85,ACCEPT,spread_supheli
A (11).png,A,0,,0,0,REJECT,el_bulunamadi
A (12).png,A,0,,0,0,REJECT,el_bulunamadi
A (13).png,A,0,,0,0,REJECT,el_bulunamadi
A (14).png,A,0,,0,0,REJECT,el_bulunamadi
A (15).png,A,0,,0,0,REJECT,el_bulunamadi
A (16).png,A,0,,0,0,REJECT,el_bulunamadi
A (17).png,A,0,,0,0,REJECT,el_bulunamadi
A (18).png,A,0,,0,0,REJECT,el_bulunamadi
A (19).png,A,0,,0,0,REJECT,el_bulunamadi
A (2).png,A,0,,0,0,REJECT,el_bulunamadi
A (20).png,A,0,,0,0,REJECT,el_bulunamadi
A (21).png,A,1,original,0.9976009130477905,100,ACCEPT,
A (22).png,A,1,2x,0.9910505414009094,100,ACCEPT,
A (23).png,A,0,,0,0,REJECT,el_bulunamadi
A (24).png,A,0,,0,0,REJECT,el_bulunamadi
A (25).png,A,0,,0,0,REJECT,el_bulunamadi
A (26).png,A,0,,0,0,REJECT,el_bulunamadi
A (27).png,A,0,,0,0,REJECT,el_bulunamadi
A (28).png,A,0,,0,0,REJECT,el_bulunamadi
A (29).png,A,0,,0,0,REJECT,el_bulunamadi
A (3).png,A,0,,0,0,REJECT,el_bulunamadi
A (30).png,A,0,,0,0,REJECT,el_bulunamadi
A (31).png,A,0,,0,0,REJECT,el_bulunamadi
A (32).png,A,1,2x,0.9969274997711182,100,ACCEPT,
A (33).png,A,1,2x_clahe_sharp,0.9762157797813416,100,ACCEPT,
A (34).png,A,1,original,0.9692184925079346,100,ACCEPT,
A (35).png,A,1,3x,0.5630674362182617,85,ACCEPT,border_supheli
A (36).png,A,1,original,0.525313138961792,85,ACCEPT,border_supheli
A (37).png,A,1,3x,0.5489681959152222,85,ACCEPT,border_supheli
A (38).png,A,1,3x,0.9944912195205688,100,ACCEPT,
A (39).png,A,2,original,0.8694987595081329,85,ACCEPT,kisa_bone
A (4).png,A,0,,0,0,REJECT,el_bulunamadi
A (40).png,A,1,original,0.889992356300354,100,ACCEPT,
A (41).png,A,1,3x,0.6389639377593994,100,ACCEPT,
A (42).png,A,0,,0,0,REJECT,el_bulunamadi
A (43).png,A,1,2x_clahe,0.9696509838104248,65,REVIEW,dusuk_spread
A (44).png,A,0,,0,0,REJECT,el_bulunamadi
A (45).png,A,1,3x,0.9737480282783508,100,ACCEPT,
A (46).png,A,0,,0,0,REJECT,el_bulunamadi
A (47).png,A,1,3x,0.6819445490837097,100,ACCEPT,
A (48).png,A,0,,0,0,REJECT,el_bulunamadi
A (49).png,A,0,,0,0,REJECT,el_bulunamadi
A (5).png,A,0,,0,0,REJECT,el_bulunamadi
A (50).png,A,1,original,0.9441661238670349,100,ACCEPT,
A (51).png,A,1,original,0.9310188293457031,100,ACCEPT,
A (52).png,A,0,,0,0,REJECT,el_bulunamadi
A (53).png,A,1,original,0.5225324630737305,100,ACCEPT,
A (54).png,A,1,2x,0.9980168342590332,100,ACCEPT,
A (55).png,A,1,original,0.9940411448478699,100,ACCEPT,
A (56).png,A,0,,0,0,REJECT,el_bulunamadi
A (57).png,A,0,,0,0,REJECT,el_bulunamadi
A (58).png,A,0,,0,0,REJECT,el_bulunamadi
A (59).png,A,0,,0,0,REJECT,el_bulunamadi
A (6).png,A,0,,0,0,REJECT,el_bulunamadi
A (60).png,A,0,,0,0,REJECT,el_bulunamadi
A (62).png,A,0,,0,0,REJECT,el_bulunamadi
A (63).png,A,0,,0,0,REJECT,el_bulunamadi
A (64).png,A,0,,0,0,REJECT,el_bulunamadi
A (65).png,A,1,3x,0.974661111831665,100,ACCEPT,
A (66).png,A,0,,0,0,REJECT,el_bulunamadi
A (67).png,A,0,,0,0,REJECT,el_bulunamadi
A (68).png,A,0,,0,0,REJECT,el_bulunamadi
A (69).png,A,0,,0,0,REJECT,el_bulunamadi
A (7).png,A,0,,0,0,REJECT,el_bulunamadi
A (70).png,A,0,,0,0,REJECT,el_bulunamadi
A (71).png,A,0,,0,0,REJECT,el_bulunamadi
A (72).png,A,0,,0,0,REJECT,el_bulunamadi
A (73).png,A,0,,0,0,REJECT,el_bulunamadi
A (74).png,A,0,,0,0,REJECT,el_bulunamadi
A (75).png,A,0,,0,0,REJECT,el_bulunamadi
A (76).png,A,0,,0,0,REJECT,el_bulunamadi
A (77).png,A,0,,0,0,REJECT,el_bulunamadi
A (78).png,A,0,,0,0,REJECT,el_bulunamadi
A (79).png,A,0,,0,0,REJECT,el_bulunamadi
A (8).png,A,0,,0,0,REJECT,el_bulunamadi
A (80).png,A,1,original,0.9212140440940857,100,ACCEPT,
A (81).png,A,0,,0,0,REJECT,el_bulunamadi
A (82).png,A,0,,0,0,REJECT,el_bulunamadi
A (83).png,A,0,,0,0,REJECT,el_bulunamadi
A (84).png,A,0,,0,0,REJECT,el_bulunamadi
A (85).png,A,0,,0,0,REJECT,el_bulunamadi
A (86).png,A,0,,0,0,REJECT,el_bulunamadi
A (87).png,A,0,,0,0,REJECT,el_bulunamadi
A (88).png,A,0,,0,0,REJECT,el_bulunamadi
A (89).png,A,1,2x_clahe,0.9751267433166504,45,REJECT,landmark_alani_kucuk|dusuk_spread
A (9).png,A,0,,0,0,REJECT,el_bulunamadi
A (90).png,A,0,,0,0,REJECT,el_bulunamadi
A (91).png,A,1,3x,0.9954505562782288,100,ACCEPT,
A (92).png,A,1,3x,0.9787338376045227,100,ACCEPT,
A (93).png,A,1,original,0.9207198619842529,100,ACCEPT,
A (94).png,A,1,2x,0.972448468208313,100,ACCEPT,
A (95).png,A,1,2x,0.9770152568817139,100,ACCEPT,
A (96).png,A,0,,0,0,REJECT,el_bulunamadi
A (97).png,A,0,,0,0,REJECT,el_bulunamadi
A (98).png,A,1,2x,0.9487352967262268,100,ACCEPT,
A (99).png,A,1,original,0.9656117558479309,100,ACCEPT,
B (1).png,B,0,,0,0,REJECT,el_bulunamadi
B (10).png,B,1,2x,0.9753596186637878,100,ACCEPT,
B (100).png,B,0,,0,0,REJECT,el_bulunamadi
B (101).png,B,1,2x_clahe,0.8584069609642029,100,ACCEPT,
B (102).png,B,1,original,0.7570846676826477,100,ACCEPT,
B (103).png,B,0,,0,0,REJECT,el_bulunamadi
B (104).png,B,1,2x,0.9179443120956421,100,ACCEPT,
B (105).png,B,1,3x,0.9447648525238037,100,ACCEPT,
B (11).png,B,1,2x,0.8060210347175598,100,ACCEPT,
B (12).png,B,1,2x,0.7645572423934937,100,ACCEPT,
B (13).png,B,1,original,0.7380455732345581,100,ACCEPT,
B (14).png,B,1,original,0.997775673866272,100,ACCEPT,
B (15).png,B,1,2x,0.9883303642272949,100,ACCEPT,
B (16).png,B,0,,0,0,REJECT,el_bulunamadi
B (17).png,B,2,original,0.8412272036075592,100,ACCEPT,
B (18).png,B,1,2x_clahe,0.9969860315322876,100,ACCEPT,
B (19).png,B,1,2x_clahe,0.9887343049049377,100,ACCEPT,
B (2).png,B,2,original,0.9844778180122375,100,ACCEPT,
B (20).png,B,1,original,0.7599237561225891,100,ACCEPT,
B (21).png,B,1,2x_clahe,0.9736573100090027,100,ACCEPT,
B (22).png,B,1,original,0.7609938979148865,100,ACCEPT,
B (23).png,B,1,2x_clahe,0.9967782497406006,100,ACCEPT,
B (24).png,B,1,original,0.998984694480896,100,ACCEPT,
B (25).png,B,2,original,0.9201345443725586,100,ACCEPT,
B (26).png,B,2,original,0.9868545830249786,100,ACCEPT,
B (27).png,B,2,original,0.8433320820331573,100,ACCEPT,
B (28).png,B,2,original,0.8276527523994446,100,ACCEPT,
B (29).png,B,2,original,0.8511773645877838,100,ACCEPT,
B (3).png,B,1,original,0.9966606497764587,100,ACCEPT,
B (30).png,B,2,original,0.9346147179603577,100,ACCEPT,
B (31).png,B,2,original,0.8128639161586761,100,ACCEPT,
B (32).png,B,2,original,0.8738252818584442,100,ACCEPT,
B (33).png,B,2,2x_clahe,0.9707364439964294,100,ACCEPT,
B (34).png,B,1,2x_clahe,0.9944276809692383,100,ACCEPT,
B (35).png,B,2,original,0.9934618175029755,100,ACCEPT,
B (36).png,B,2,original,0.9919475615024567,100,ACCEPT,
B (37).png,B,2,original,0.8014060854911804,100,ACCEPT,
B (38).png,B,1,original,0.7351232767105103,100,ACCEPT,
B (39).png,B,2,original,0.8119059503078461,100,ACCEPT,
B (4).png,B,1,2x_clahe_sharp,0.9815858602523804,85,ACCEPT,spread_supheli
B (40).png,B,1,2x,0.9369435906410217,100,ACCEPT,
B (41).png,B,0,,0,0,REJECT,el_bulunamadi
B (42).png,B,1,2x_clahe_sharp,0.9914788007736206,100,ACCEPT,
B (43).png,B,1,2x_clahe_sharp,0.9833903312683105,100,ACCEPT,
B (44).png,B,1,2x_clahe_sharp,0.5776141881942749,100,ACCEPT,
B (45).png,B,1,original,0.7763939499855042,20,REJECT,landmark_yigilmis|dusuk_spread
B (46).png,B,0,,0,0,REJECT,el_bulunamadi
B (47).png,B,0,,0,0,REJECT,el_bulunamadi
B (48).png,B,0,,0,0,REJECT,el_bulunamadi
B (49).png,B,0,,0,0,REJECT,el_bulunamadi
B (5).png,B,1,2x,0.9934326410293579,100,ACCEPT,
B (50).png,B,0,,0,0,REJECT,el_bulunamadi
B (51).png,B,0,,0,0,REJECT,el_bulunamadi
B (52).png,B,1,2x_clahe,0.9972521066665649,100,ACCEPT,
B (53).png,B,1,original,0.9992052912712097,100,ACCEPT,
B (54).png,B,1,3x,0.9997881054878235,100,ACCEPT,
B (55).png,B,1,3x,0.9977151155471802,100,ACCEPT,
B (56).png,B,0,,0,0,REJECT,el_bulunamadi
B (57).png,B,0,,0,0,REJECT,el_bulunamadi
B (58).png,B,0,,0,0,REJECT,el_bulunamadi
B (59).png,B,0,,0,0,REJECT,el_bulunamadi
B (6).png,B,2,original,0.9825364351272583,100,ACCEPT,
B (60).png,B,0,,0,0,REJECT,el_bulunamadi
B (61).png,B,1,original,0.9817346334457397,100,ACCEPT,
B (62).png,B,0,,0,0,REJECT,el_bulunamadi
B (63).png,B,1,original,0.9932917356491089,100,ACCEPT,
B (64).png,B,0,,0,0,REJECT,el_bulunamadi
B (65).png,B,0,,0,0,REJECT,el_bulunamadi
B (66).png,B,2,original,0.7398146390914917,45,REJECT,landmark_alani_kucuk|dusuk_spread|spread_supheli|kisa_bone
B (67).png,B,1,original,0.9104544520378113,45,REJECT,landmark_alani_kucuk|dusuk_spread
B (68).png,B,0,,0,0,REJECT,el_bulunamadi
B (69).png,B,0,,0,0,REJECT,el_bulunamadi
B (7).png,B,2,original,0.9671541154384613,100,ACCEPT,
B (70).png,B,1,3x,0.9091604948043823,100,ACCEPT,
B (71).png,B,1,original,0.8592705726623535,100,ACCEPT,
B (72).png,B,1,original,0.9513586163520813,100,ACCEPT,
B (73).png,B,1,3x,0.8706057667732239,100,ACCEPT,
B (74).png,B,1,2x,0.9249531626701355,100,ACCEPT,
B (75).png,B,1,original,0.9337702989578247,100,ACCEPT,
B (77).png,B,1,2x,0.8786230087280273,100,ACCEPT,
B (78).png,B,1,original,0.9650998115539551,100,ACCEPT,
B (79).png,B,1,2x_clahe_sharp,0.9980117082595825,100,ACCEPT,
B (8).png,B,1,original,0.9929459691047668,100,ACCEPT,
B (80).png,B,1,2x_clahe,0.9970774054527283,100,ACCEPT,
B (81).png,B,1,2x,0.9919987320899963,100,ACCEPT,
B (82).png,B,1,3x,0.9948937892913818,100,ACCEPT,
B (83).png,B,1,2x,0.9836195707321167,100,ACCEPT,
B (84).png,B,1,original,0.9972593188285828,100,ACCEPT,
B (85).png,B,1,original,0.9858997464179993,100,ACCEPT,
B (86).png,B,1,original,0.9942033290863037,100,ACCEPT,
B (87).png,B,1,2x_clahe,0.9911891222000122,100,ACCEPT,
B (88).png,B,1,2x_clahe_sharp,0.9852606654167175,100,ACCEPT,
B (89).png,B,1,3x,0.9874667525291443,100,ACCEPT,
B (9).png,B,1,original,0.9368953108787537,100,ACCEPT,
B (90).png,B,1,original,0.9816102385520935,100,ACCEPT,
B (91).png,B,2,original,0.9551137685775757,100,ACCEPT,
B (92).png,B,2,2x_clahe,0.9887111783027649,100,ACCEPT,
B (93).png,B,2,original,0.970533937215805,100,ACCEPT,
B (94).png,B,1,2x_clahe,0.9284307360649109,100,ACCEPT,
B (95).png,B,1,2x_clahe_sharp,0.8001035451889038,100,ACCEPT,
B (96).png,B,2,2x_clahe,0.8820701837539673,100,ACCEPT,
B (97).png,B,2,2x_clahe,0.8239596486091614,100,ACCEPT,
B (98).png,B,0,,0,0,REJECT,el_bulunamadi
B (99).png,B,1,2x,0.9982740879058838,100,ACCEPT,
C (1).png,C,1,2x_clahe,0.9986040592193604,100,ACCEPT,
C (10).png,C,0,,0,0,REJECT,el_bulunamadi
C (100).png,C,1,original,0.9673389792442322,100,ACCEPT,
C (101).png,C,1,2x_clahe,0.5871682167053223,85,ACCEPT,spread_supheli
C (102).png,C,0,,0,0,REJECT,el_bulunamadi
C (103).png,C,0,,0,0,REJECT,el_bulunamadi
C (104).png,C,0,,0,0,REJECT,el_bulunamadi
C (105).png,C,0,,0,0,REJECT,el_bulunamadi
C (11).png,C,1,original,0.7613629102706909,100,ACCEPT,
C (12).png,C,2,2x,0.9587744176387787,100,ACCEPT,
C (13).png,C,0,,0,0,REJECT,el_bulunamadi
C (14).png,C,0,,0,0,REJECT,el_bulunamadi
C (15).png,C,1,original,0.9996522068977356,100,ACCEPT,
C (16).png,C,1,3x,0.9995256066322327,100,ACCEPT,
C (17).png,C,1,2x_clahe,0.9939957857131958,100,ACCEPT,
C (18).png,C,1,3x,0.9512720108032227,100,ACCEPT,
C (19).png,C,0,,0,0,REJECT,el_bulunamadi
C (2).png,C,0,,0,0,REJECT,el_bulunamadi
C (20).png,C,0,,0,0,REJECT,el_bulunamadi
C (21).png,C,0,,0,0,REJECT,el_bulunamadi
C (22).png,C,0,,0,0,REJECT,el_bulunamadi
C (23).png,C,1,original,0.9996587038040161,100,ACCEPT,
C (24).png,C,1,3x,0.9995814561843872,100,ACCEPT,
C (25).png,C,1,original,0.999824047088623,100,ACCEPT,
C (26).png,C,1,2x_clahe,0.9823960661888123,100,ACCEPT,
C (27).png,C,0,,0,0,REJECT,el_bulunamadi
C (28).png,C,0,,0,0,REJECT,el_bulunamadi
C (29).png,C,1,2x_clahe_sharp,0.992881715297699,100,ACCEPT,
C (3).png,C,0,,0,0,REJECT,el_bulunamadi
C (30).png,C,1,2x,0.9757944941520691,100,ACCEPT,
C (31).png,C,1,2x_clahe_sharp,0.9851706624031067,100,ACCEPT,
C (32).png,C,1,original,0.9990410804748535,100,ACCEPT,
C (33).png,C,0,,0,0,REJECT,el_bulunamadi
C (34).png,C,0,,0,0,REJECT,el_bulunamadi
C (35).png,C,1,original,0.9909123778343201,100,ACCEPT,
C (36).png,C,1,2x,0.9852688908576965,100,ACCEPT,
C (37).png,C,2,2x_clahe,0.9229081869125366,85,ACCEPT,spread_supheli
C (38).png,C,1,original,0.9930424690246582,100,ACCEPT,
C (39).png,C,1,3x,0.9854111671447754,100,ACCEPT,
C (4).png,C,0,,0,0,REJECT,el_bulunamadi
C (40).png,C,1,2x_clahe_sharp,0.9946407079696655,100,ACCEPT,
C (41).png,C,1,2x,0.9985461235046387,100,ACCEPT,
C (42).png,C,1,original,0.9988174438476562,100,ACCEPT,
C (43).png,C,1,2x,0.9938644170761108,100,ACCEPT,
C (44).png,C,1,3x,0.9238865971565247,100,ACCEPT,
C (45).png,C,1,2x,0.999646782875061,100,ACCEPT,
C (46).png,C,1,3x,0.9642166495323181,100,ACCEPT,
C (47).png,C,1,original,0.9994152188301086,100,ACCEPT,
C (48).png,C,1,2x_clahe_sharp,0.9993154406547546,100,ACCEPT,
C (49).png,C,1,original,0.999111533164978,100,ACCEPT,
C (5).png,C,0,,0,0,REJECT,el_bulunamadi
C (50).png,C,1,2x_clahe,0.9982683658599854,100,ACCEPT,
C (51).png,C,1,2x,0.9785235524177551,100,ACCEPT,
C (52).png,C,1,original,0.9946438074111938,100,ACCEPT,
C (53).png,C,1,2x,0.9986889958381653,100,ACCEPT,
C (54).png,C,1,2x,0.9990733861923218,100,ACCEPT,
C (55).png,C,1,2x_clahe,0.9994584918022156,100,ACCEPT,
C (56).png,C,1,2x_clahe,0.9994228482246399,100,ACCEPT,
C (57).png,C,1,2x,0.9987742304801941,100,ACCEPT,
C (6).png,C,0,,0,0,REJECT,el_bulunamadi
C (61).png,C,0,,0,0,REJECT,el_bulunamadi
C (62).png,C,0,,0,0,REJECT,el_bulunamadi
C (63).png,C,0,,0,0,REJECT,el_bulunamadi
C (64).png,C,0,,0,0,REJECT,el_bulunamadi
C (65).png,C,0,,0,0,REJECT,el_bulunamadi
C (66).png,C,0,,0,0,REJECT,el_bulunamadi
C (67).png,C,0,,0,0,REJECT,el_bulunamadi
C (68).png,C,0,,0,0,REJECT,el_bulunamadi
C (69).png,C,0,,0,0,REJECT,el_bulunamadi
C (7).png,C,0,,0,0,REJECT,el_bulunamadi
C (70).png,C,0,,0,0,REJECT,el_bulunamadi
C (71).png,C,0,,0,0,REJECT,el_bulunamadi
C (72).png,C,0,,0,0,REJECT,el_bulunamadi
C (73).png,C,0,,0,0,REJECT,el_bulunamadi
C (74).png,C,0,,0,0,REJECT,el_bulunamadi
C (75).png,C,0,,0,0,REJECT,el_bulunamadi
C (77).png,C,1,3x,0.9157262444496155,85,ACCEPT,spread_supheli
C (78).png,C,1,2x_clahe,0.9964644312858582,85,ACCEPT,spread_supheli
C (79).png,C,1,2x,0.9996023178100586,100,ACCEPT,
C (8).png,C,2,original,0.9802286624908447,100,ACCEPT,
C (80).png,C,1,2x_clahe,0.9863625764846802,45,REJECT,landmark_alani_kucuk|dusuk_spread
C (81).png,C,2,original,0.9904002845287323,45,REJECT,landmark_alani_kucuk|dusuk_spread
C (82).png,C,1,2x,0.9419134259223938,100,ACCEPT,
C (83).png,C,1,2x,0.9792148470878601,100,ACCEPT,
C (84).png,C,0,,0,0,REJECT,el_bulunamadi
C (85).png,C,1,original,0.8504009246826172,65,REVIEW,dusuk_spread
C (86).png,C,1,2x,0.9868650436401367,100,ACCEPT,
C (87).png,C,1,original,0.999651312828064,100,ACCEPT,
C (88).png,C,1,original,0.9982509613037109,100,ACCEPT,
C (89).png,C,1,2x_clahe,0.8617119789123535,45,REJECT,landmark_alani_kucuk|dusuk_spread
C (9).png,C,0,,0,0,REJECT,el_bulunamadi
C (90).png,C,1,original,0.9755092859268188,100,ACCEPT,
C (91).png,C,1,original,0.6172459721565247,50,REVIEW,spread_supheli|cok_fazla_border
C (92).png,C,0,,0,0,REJECT,el_bulunamadi
C (93).png,C,0,,0,0,REJECT,el_bulunamadi
C (94).png,C,1,3x,0.7054297924041748,100,ACCEPT,
C (95).png,C,1,original,0.5515231490135193,65,REVIEW,cok_fazla_border
C (96).png,C,0,,0,0,REJECT,el_bulunamadi
C (97).png,C,0,,0,0,REJECT,el_bulunamadi
C (98).png,C,1,3x,0.9878231287002563,100,ACCEPT,
C (99).png,C,1,2x,0.9750477075576782,100,ACCEPT,
D (1).png,D,1,3x,0.9785160422325134,100,ACCEPT,
D (10).png,D,1,2x_clahe,0.9879993796348572,100,ACCEPT,
D (100).png,D,2,original,0.9907470047473907,100,ACCEPT,
D (101).png,D,1,2x_clahe,0.9835602045059204,100,ACCEPT,
D (102).png,D,1,3x,0.996755063533783,100,ACCEPT,
D (103).png,D,1,original,0.988432765007019,100,ACCEPT,
D (104).png,D,2,2x_clahe,0.9185768961906433,45,REJECT,landmark_alani_kucuk|dusuk_spread
D (105).png,D,1,original,0.9702993035316467,100,ACCEPT,
D (11).png,D,1,original,0.9996405839920044,100,ACCEPT,
D (12).png,D,1,original,0.9999127984046936,100,ACCEPT,
D (13).png,D,1,2x,0.9979556202888489,100,ACCEPT,
D (14).png,D,1,original,0.9983164072036743,100,ACCEPT,
D (15).png,D,0,,0,0,REJECT,el_bulunamadi
D (16).png,D,1,2x,0.9963524341583252,100,ACCEPT,
D (17).png,D,1,2x_clahe,0.9965577721595764,100,ACCEPT,
D (18).png,D,1,original,0.9954332709312439,100,ACCEPT,
D (19).png,D,2,original,0.9963808655738831,100,ACCEPT,
D (2).png,D,1,original,0.9957961440086365,100,ACCEPT,
D (20).png,D,2,original,0.9969972670078278,100,ACCEPT,
D (21).png,D,2,original,0.9954089522361755,100,ACCEPT,
D (22).png,D,1,2x_clahe_sharp,0.9906432628631592,100,ACCEPT,
D (23).png,D,1,2x_clahe_sharp,0.984375536441803,100,ACCEPT,
D (24).png,D,1,3x,0.9793218970298767,100,ACCEPT,
D (25).png,D,1,3x,0.9992347359657288,100,ACCEPT,
D (26).png,D,1,original,0.9958562254905701,100,ACCEPT,
D (27).png,D,1,2x,0.999285876750946,100,ACCEPT,
D (28).png,D,1,2x,0.9984183311462402,100,ACCEPT,
D (29).png,D,1,3x,0.9977461695671082,100,ACCEPT,
D (3).png,D,1,2x,0.9807043671607971,100,ACCEPT,
D (30).png,D,1,3x,0.9986382126808167,100,ACCEPT,
D (31).png,D,1,2x_clahe,0.9925723075866699,100,ACCEPT,
D (32).png,D,1,original,0.9326203465461731,100,ACCEPT,
